Study Class,Treatment Focus (Study level),Clinical Setting,Study Design,Subscale/Symptom Cluster Data,Subgroup Analysis,Allowed PTSD Psychotherapy Co-Intervention,Allowed Other Psychotherapy Co-Intervention,Allowed Psychotropic Med Co-Intervention,Diagnosis Assessment Type,Diagnostic Measure,Diagnostic Measure Detail,Depression Outcome Assessed,Anxiety Outcome Assessed,Sleep Outcome Assessed,Anger Outcome Assessed,Functioning Outcome Assessed,Substance Use Outcome Assessed,Quality of Life Outcome Assessed,Suicide or Self-Harm Related Outcomes,Serious Harms Assessed,Risk of Bias Rating,Patients with Suicidality Excluded,Suicide and Self-Directed Violence Related Inclusion and Exclusion Criteria,Psychotic Disorder and Symptom Related Inclusion and Exclusion Criteria,Trauma Type,Trauma Detail,PTSD Severity
Psychotherapy & CIH,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,SS-PTSD,Scale of Severity of Posttraumatic Stress Disorder Symptoms for DSM-III-R ≥12,1,1,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,"NR (excluded potential participants with schizophrenia for meeting criterion ""suffering from a mental disorder of a severe nature"")",Rape/sexual assault,"combat-related, other (not specified)",Medium
Nonpharmacologic biological,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV-TR criteria criteria,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"intimate partner violence, accidents, community/school violence",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,0,1,Structured Clinical Interview,CAPS,CAPS-5,0,0,0,0,0,0,0,0,1,High,1,"Excluded: ""acute risk of suicidality for which immediate crisis intervention was needed, as assessed by item 9 of the Beck Depression Inventory - II (BDI-II)""",Excluded: psychosis,Mixed,Child sexual abuse; Child physical abuse,High
Psychotherapy,PTSD,Other (domestic violence shelter),Parallel,N,0,0,1,1,Clinical diagnosis,DSM,DSM-5,1,1,0,0,1,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: active psychosis,Intimate partner violence,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,0,1,Structured Clinical Interview,CAPS,CAPS-5 for DSM-5 criteria and CAPS-5 score ≥26,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicide attempt in previous 3 months or acute suicidal ideations with planning and/or preparatory acts,Excluded: psychosis,Mixed,Child physical abuse; Child sexual abuse; Community/school violence; Other (sexual abuse in adulthood),High
Psychotherapy,PTSD+SUD,Outpatient clinic,Parallel,Cluster-level,0,1,1,1,Structured Clinical Interview,CAPS and SCID,SCID and CAPS-5 for DSM-5 ≥45,0,0,0,0,0,1,0,0,1,High,1,"Excluded: ""psychiatric hospitalization or suicide attempt within the past month, unless hospitalization was directly related to substance intoxication or detoxification""","Excluded: ""acute psychotic disorder or acute psychosis""",Mixed,"MST, combat-related, child sexual abuse, rape/sexual assault",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS and DSM,DSM-IV diagnostic criteria and CAPS ≥50,1,1,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: history of schizophrenia, schizoaffective disorder, bipolar disorder with psychotic features, major depression with psychotic features, predeployment psychosis, or current continuous requirement of antipsychotic medication",Mixed,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS and DSM,Diagnosis according to DSM-5 and CAPS-5 ≥25,1,1,0,0,1,1,0,0,1,Some Concerns,1,"Excluded: ""current suicidal or homicidal intent requiring immediate attention""","Excluded: ""current psychotic symptoms""",Mixed,MST; Combat-related; Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Natural or manmade disasters; Other (life threatening injury; other traumatic event not specified),Medium
Psychotherapy,PTSD,Residential inpatient,Parallel,N,1,0,1,1,Structured Clinical Interview,CAPS and DSM,CAPS ≥50 and DSM-IV-TR diagnostic criteria,1,0,0,0,0,0,1,0,1,High,0,"Excluded: ""suicide attempt 2 months before admission""

Allowed: ""Non-suicidal self-injuries were explicitly not an exclusion criterion.""","Excluded: ""lifetime diagnosis of schizophrenia""",Mixed,Child physical abuse; Child sexual abuse; Child other abuse; Community/school violence,Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,1,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded active psychosis,Combat-related,"combat-related, other (not specified)",High
CIH,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Clinical diagnosis,DSM,"PTSD was diagnosed by meeting DSM-IV PTSD criterion A1 for 

a traumatic event",1,1,0,0,0,0,0,0,1,High,1,"Excluded: ""currently suicidal""","Excluded: ""having…psychotic disorder, or schizophrenia""",Accidents,"combat-related, other (not specified)",Low
Psychotherapy & CIH,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: ""met current diagnostic criteria for a psychotic disorder""",Mixed,"child physical abuse, child sexual abuse",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,MINI,MINI for DSM-4,1,0,0,0,0,0,1,0,1,High,1,Excluded: serious suicidality/homicidality,Excluded: psychosis,Mixed,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-III-R criteria,1,1,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Rape/sexual assault,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Item-level,0,"1 (except PE, EMDR, or cog0itive processi0g therap1 duri0g first 10 weeks of  treatme0t)",1,1,Structured Clinical Interview,CAPS and DSM,Clinician diagnosed using DSM-IV criteria and CAPS ≥50,1,0,1,0,0,1,1,0,1,High,1,Excluded: active suicidal ideation with plan or intent,Excluded: presence of a psychotic disorder,Combat-related,"combat-related, other (not specified)",Low
Other study class,PTSD,Other (home),Parallel,N,0,0,0,1,Structured Clinical Interview,MINI,MINI for DSM-IV,1,1,0,0,1,0,0,0,1,High,1,Excluded: suicidal ideation with response >2 to on Question 9 of  PHQ-9,Excluded: currently experiencing a psychotic mental illness,Mixed,"rape/sexual assault, accidents, community/school violence, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,0,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,0,0,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""active homicidal or suicidal



ideation""","Excluded: ""active psychotic symptoms/disorder""",Mixed,"combat-related, other (not specified)",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,1,Structured Clinical Interview,CAPS,CAPS ≥40,0,0,0,0,1,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Natural or manmade disasters,"combat-related, other (not specified)",High
Nonpharmacologic cognitive,PTSD,Residential inpatient,Parallel,Cluster-level,0,1,1,1,Structured Clinical Interview,CAPS,DSM-5 and ICD-10 criteria on CAPS-5,0,0,0,0,0,0,0,1,1,Low,1,"Excluded: ""active suicidal thoughts or intentions""","Excluded: ""past or present psychotic disorder""",Mixed,Rape/sexual assault; Accidents; Community/school violence; Other (captivity; war; witnessed violence [sexual or non-sexual] or sudden death; learned about murder),High
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,1,0,1,1,Structured Clinical Interview,PSS,PSS for DSM-III,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: prior history of schizophrenia,Terrorism/political violence/forced displacement,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,1,0,1,0,Structured Clinical Interview,CAPS and SCID,SCID for DSM-IV-TR and CAPS for DSM-IV (past month and past week total scores) ≥50,1,0,0,0,1,0,0,0,1,Low,1,Excluded: current clinically significant suicidal ideation,Excluded: current or past diagnosis of schizophrenia or other psychotic disorder,Mixed,"combat-related, other (unspecified child abuse, unspecified)",Low
Other study class,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Self report,PCL,PCL-S for DSM-IV >44,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, other (not specified)",Low
Nonpharmacologic cognitive,PTSD,Other (participant's home),Parallel,N,1,0,0,1,Structured Clinical Interview,CAPS,CAPS-5 for DSM-5,1,0,0,0,0,0,0,0,1,Low,1,"Excluded: ""suicidal ideation""","Excluded: ""current or past psychosis""",Mixed,Combat-related; Rape/sexual assault; Accidents; Illness/medical procedure; Community/school violence; Terrorism/political violence/forced displacement,High
Psychotherapy & pharmacotherapy,PTSD+SUD,Outpatient clinic,Parallel,N,0,0,1,1,Clinical diagnosis,DSM,DSM-IV,0,0,0,0,0,1,0,0,1,Some Concerns,1,Excluded: clinically significant suicidal or homicidal ideation,"Excluded: current psychotic disorder (e.g.,, schizophrenia, bipolar disorder)",Mixed,Combat-related; Rape/sexual assault; Community/school violence; Other (not specified),Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV,1,0,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""strong suicidal intentions requiring inpatient treatment""","Excluded: ""schizophrenia""",Terrorism/political violence/forced displacement,"combat-related, other (not specified)",High
Other mixed,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS and PCL,CAPS for DSM-IV and PCL-S ≥44,0,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: acute suicidal ideation,Excluded: lifetime psychotic or bipolar disorder,Mixed,"combat-related. rape/sexual assault, accidents, illness/medical procedure, community/school violence, other (war zone, captivity, life threat, sudden unexpected death, other trauma not specified)",High
Pharmacotherapy,PTSD,Outpatient clinic,Crossover all periods,Cluster-level,0,0,1,0,Clinical diagnosis,DSM,Clinician diagnosed using DSM-III criteria,1,1,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, accidents, terrorism/political violence/forced displacement",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS,1,0,0,0,0,0,1,0,1,Low,1,Excluded: patient with current suicidal intent,"Excluded: current mania, psychosis",Mixed,"child sexual abuse, child physical abuse, rape/sexual assault, community/school violence, intimate partner violence",High
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,0R (CBT excluded),1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV criteria,0,0,0,0,0,0,0,0,1,Low,1,Excluded: suicidal ideation,"Excluded: current or past history of bipolar disorder, schizophrenia or other psychotic disorder",Mixed,"combat-related, other (chemical burn)",Low
Psychotherapy,PTSD,Residential inpatient,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS and International Trauma Interview,CAPS-5 for DSM-5 PTSD diagnosis and International Trauma Interview (test version 2.0) for ICD-11 CPTSD diagnosis,1,0,0,0,0,0,0,0,1,Low,1,"Excluded: ""acute suicidality"" on MINI","Excluded: ""psychosis"" on MINI",Mixed,Child physical abuse; Child sexual abuse; Child other abuse,Low
CIH,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-IV >45,1,0,0,0,0,0,0,0,1,Some Concerns,1,Excluded: active suicide risk or life-threatening mutilation,Excluded: psychosis,Mixed,"combat-related, other (not specified)",High
Pharmacotherapy,PTSD+SUD,Outpatient clinic,Parallel,Cluster-level,0,1,1,1,Structured Clinical Interview,SCID,SCID-I for DSM-IV,0,0,1,0,0,1,0,0,1,Some Concerns,1,"Excluded: ""suicidal or homicidal ideation""","Excluded: ""unstable or current serious psychotic symptoms""",Mixed,"combat-related, other (not specified)",Medium
Psychotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,0,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV criteria,0,0,0,0,0,0,0,0,1,High,1,"Excluded: ""currently suicidal (i.e., within the last month)"" or ""reports ritual abuse""","Excluded: ""diagnosed as meeting one of the following diagnostic categories: schizophrenia and other psychotic disorders…""",Child sexual abuse,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,1,0,Structured Clinical Interview,CAPS and SCID,SCID for DSM-IV and ≥45,1,1,0,0,0,0,0,0,1,Low,1,Excluded: current suicidal ideation,Excluded: lifetime history of psychotic disorder or current psychotic symptoms,Mixed,"combat-related, other (non-specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,0,Structured Clinical Interview,PSS,PSS,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Illness/medical procedure,"combat-related, other (not specified)",Low
CIH,PTSD,Other,Parallel,N,0,0,1,1,Self report,PTSD-8,PTSD-8 items,0,0,1,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Terrorism/political violence/forced displacement,"combat-related, other (not specified)",Low
Psychotherapy & pharmacotherapy,PTSD,Outpatient clinic,Parallel,N,1,0,1,1,Structured Clinical Interview,CAPS and DSM,CAPS ≥50 and Clinician diagnosed using DSM-IV-TR criteria,0,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, child physical abuse, child sexual abuse, child other abuse, rape/sexual assault, community/school violence, other (family violence)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-5,0,0,1,0,0,0,0,0,1,High,1,"Excluded: ""current suicide or homicide risk meriting crisis intervention""","Excluded: ""serious ongoing mental health symptoms (e.g., related to bipolar disorder, psychosis)""",Mixed,"combat-related, other (not specified)",High
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,0,1,Structured Clinical Interview,SCID,SCID-5 for DSM-5,1,0,0,0,0,0,1,0,1,Some Concerns,1,"Excluded: ""suicide attempts or life-threatening self-injury within the last six months""","Excluded: ""lifetime diagnosis of schizoaffective disorder,  schizophrenia""",Mixed,Child physical abuse; Child sexual abuse; Rape/sexual assault;  Community/school violence; Other (not specified),Medium
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,0,1,Structured Clinical Interview,PTSD-I and PSS-SR,PTSD-I for DSM-III and PSS-SR for DSM-IV research version,1,1,0,0,0,0,0,0,1,High,1,"Excluded: ""depressed with suicidal ideation judged severe enough to warrant concern for the participant's life""","Excluded: ""current psychosis or organic mental dysfunction""",Mixed,"Accidents; Natural or manmade disasters; Rape/sexual assault; Community/school violence; Other (""war zone"")",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-IV criteria,1,0,1,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Allowed: PTSD-related psychotic symptoms,Combat-related,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS-5,1,0,0,0,0,0,1,0,1,Low,1,"Excluded: ""acute suicide risk assessed using the Columbia‐Suicide Severity Rating Scale""","Excluded: ""unmanaged psychosis...assessed using the SCID""",Mixed,Combat-related; Rape/sexual assault;  Accidents; Illness/medical procedure; Community/school violence; Natural or manmade disasters; Other (life-threatening injury),High
CIH,PTSD,Outpatient clinic,Parallel,Cluster-level,0,0,0,1,Structured Clinical Interview,CAPS and IES,CAPS and IES-R ≥50,1,0,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"child sexual abuse, rape/sexual assault, community/school violence, terrorism/political violence/forced displacement, other (torture)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,1,1 (group o0l1),1 (group o0l1),1,Structured Clinical Interview,CAPS and MINI,MINI for DSM-IV and CAPS for DSM-IV >40,0,0,0,0,0,0,0,0,1,Some Concerns,1,"Excluded: ""actively suicidal, homicidal""","Excluded: ""actively… psychotic""",Combat-related,"combat-related, other (not specified)",Low
Nonpharmacologic biological,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS,CAPS for DSM-V,0,0,0,0,0,0,0,0,1,High,1,"Excluded: ""active suicidality within past year or history of suicide attempt in past 2 years""","Excluded: ""Any primary psychiatric diagnosis of a current... psychotic disorder"" or ""any history of psychosis or mania""",Mixed,"combat-related, other (not specified)",High
Other mixed,PTSD,Residential inpatient,Parallel,Cluster-level,1,0,0,1,Clinical diagnosis,DSM,Clinician diagnosed using DSM-III-R criteria,1,1,0,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,"Excluded: ""psychotic… diagnoses""",Combat-related,"combat-related, other (not specified)",Low
Pharmacotherapy,PTSD,Outpatient clinic,Parallel,Cluster-level,1,0,1,0,Structured Clinical Interview,CAPS and MINI,MINI for DSM-IV and CAPS-1 for DSM-IV and CAPS-2 (1st 17 items) ≥50,1,0,0,0,1,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: any psychotic disorder,Mixed,"combat-related, rape/sexual assault, accidents, community/school violence, other (serious injury, seeing someone hurt or die)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,0,1,1,Structured Clinical Interview,CAPS or DSM,DSM-IV or CAPS for DSM-IV,0,0,0,0,0,0,0,0,1,High,1,"Excluded: suicidal intent or



attempt in the prior 30 days",Excluded: current psychotic disorder,Mixed,"combat-related, other (not specified)",Low
Psychotherapy,PTSD,Outpatient clinic,Parallel,N,0,1,1,1,Structured Clinical Interview,CAPS and SCID,SCID or CAPS,1,0,1,0,0,0,0,0,1,High,1,Excluded: suicidal ideation,Excluded: psychosis,Mixed,"combat-related, other (not specified)",Low
